"dates","y*(t)","y*(t-1)","y*(t-2)","g(t-1)"
2008-04-01,966.729479448471,965.801620385168,965.89813643098,0.462837703840122
2008-07-01,966.883568984883,966.729479448471,965.801620385168,0.445576216749998
2008-10-01,965.71775974984,966.883568984883,966.729479448471,0.435307626758167
2009-01-01,965.318790136688,965.71775974984,966.883568984883,0.431327616524052
2009-04-01,965.453630818829,965.318790136688,965.71775974984,0.429694152593506
2009-07-01,965.741367124132,965.453630818829,965.318790136688,0.428612317320416
2009-10-01,966.508893876043,965.741367124132,965.453630818829,0.426157200849996
2010-01-01,966.594191043505,966.508893876043,965.741367124132,0.423924083423092
2010-04-01,967.108478566866,966.594191043505,966.508893876043,0.42171832706636
2010-07-01,967.495592883805,967.108478566866,966.594191043505,0.419219567901219
2010-10-01,967.806679844311,967.495592883805,967.108478566866,0.417182383883945
2011-01-01,967.583386746277,967.806679844311,967.495592883805,0.417669721705132
2011-04-01,968.215166484023,967.583386746277,967.806679844311,0.418763866495836
2011-07-01,968.147217038039,968.215166484023,967.583386746277,0.421108431200085
2011-10-01,969.021111064149,968.147217038039,968.215166484023,0.42273783522341
2012-01-01,969.570021290364,969.021111064149,968.147217038039,0.423132153045223
2012-04-01,969.893018108068,969.570021290364,969.021111064149,0.424095182354803
2012-07-01,970.030309391327,969.893018108068,969.570021290364,0.426751461867039
2012-10-01,970.157819006607,970.030309391327,969.893018108068,0.431328255479203
2013-01-01,970.922320759214,970.157819006607,970.030309391327,0.435623622289318
2013-04-01,971.01426637926,970.922320759214,970.157819006607,0.440718639836497
2013-07-01,971.667680670054,971.01426637926,970.922320759214,0.445957215499603
2013-10-01,972.349848217669,971.667680670054,971.01426637926,0.450312411550908
2014-01-01,972.07517699672,972.349848217669,971.667680670054,0.456958346671025
2014-04-01,973.108270120899,972.07517699672,972.349848217669,0.462897381985322
2014-07-01,973.971110445419,973.108270120899,972.07517699672,0.466237727701206
2014-10-01,974.312747094077,973.971110445419,973.108270120899,0.469302850178095
2015-01-01,974.902109102002,974.312747094077,973.971110445419,0.472265217628524
2015-04-01,975.537256476467,974.902109102002,974.312747094077,0.474589760885839
2015-07-01,975.922257973785,975.537256476467,974.902109102002,0.477316024747072
2015-10-01,976.104941153032,975.922257973785,975.537256476467,0.48162937765049
2016-01-01,976.687586944996,976.104941153032,975.922257973785,0.486441488855027
2016-04-01,977.215868215705,976.687586944996,976.104941153032,0.491203744389669
2016-07-01,977.788351666945,977.215868215705,976.687586944996,0.49596241076612
2016-10-01,978.30271909091,977.788351666945,977.215868215705,0.500866836043729
2017-01-01,978.842727466391,978.30271909091,977.788351666945,0.505914387750842
2017-04-01,979.314849976948,978.842727466391,978.30271909091,0.511213687993497
2017-07-01,979.978748792132,979.314849976948,978.842727466391,0.516113739596265
2017-10-01,980.72480052957,979.978748792132,979.314849976948,0.519974391439983
2018-01-01,981.283101354666,980.72480052957,979.978748792132,0.523364224499139
2018-04-01,982.057821183696,981.283101354666,980.72480052957,0.525934047315256
2018-07-01,982.743873260124,982.057821183696,981.283101354666,0.527643988825654
2018-10-01,983.07275270831,982.743873260124,982.057821183696,0.529849687708213
2019-01-01,983.833463695884,983.07275270831,982.743873260124,0.531642431988263
2019-04-01,984.395224261,983.833463695884,983.07275270831,0.532792860622294
2019-07-01,985.016147469144,984.395224261,983.833463695884,0.533547341521245
2019-10-01,985.651180180347,985.016147469144,984.395224261,0.533767798246239
