"dates","y*(t)","y*(t-1)","y*(t-2)","g(t-1)"
2004-07-01,1468.8717923694,1468.62932665192,1468.1521847146,0.37697629991022
2004-10-01,1469.22377036923,1468.8717923694,1468.62932665192,0.373242524257801
2005-01-01,1469.41925354364,1469.22377036923,1468.8717923694,0.369743626651545
2005-04-01,1469.83497170709,1469.41925354364,1469.22377036923,0.366191248476011
2005-07-01,1470.27401152311,1469.83497170709,1469.41925354364,0.3624918470095
2005-10-01,1470.54926225808,1470.27401152311,1469.83497170709,0.358838799298389
2006-01-01,1470.97368486521,1470.54926225808,1470.27401152311,0.355044022282921
2006-04-01,1471.51443326752,1470.97368486521,1470.54926225808,0.35091348309793
2006-07-01,1471.64131869034,1471.51443326752,1470.97368486521,0.346956742290916
2006-10-01,1472.27543948768,1471.64131869034,1471.51443326752,0.342572413951772
2007-01-01,1472.49921627157,1472.27543948768,1471.64131869034,0.338196070094412
2007-04-01,1472.86184218721,1472.49921627157,1472.27543948768,0.33372089678104
2007-07-01,1473.09277968411,1472.86184218721,1472.49921627157,0.32928222246408
2007-10-01,1473.52784997037,1473.09277968411,1472.86184218721,0.324637501223596
2008-01-01,1474.08468127944,1473.52784997037,1473.09277968411,0.319620033976917
2008-04-01,1474.27032217514,1474.08468127944,1473.52784997037,0.314745980144127
2008-07-01,1474.67721445831,1474.27032217514,1474.08468127944,0.309853254585662
2008-10-01,1474.45408072957,1474.67721445831,1474.27032217514,0.30577258406877
2009-01-01,1473.00764658678,1474.45408072957,1474.67721445831,0.304159333541888
2009-04-01,1473.71368100118,1473.00764658678,1474.45408072957,0.302282299176237
2009-07-01,1474.21463653059,1473.71368100118,1473.00764658678,0.299949300800571
2009-10-01,1474.54517339443,1474.21463653059,1473.71368100118,0.297454305771909
2010-01-01,1474.58779094337,1474.54517339443,1474.21463653059,0.295214841109001
2010-04-01,1475.06762873526,1474.58779094337,1474.54517339443,0.292714093939998
2010-07-01,1475.08706954631,1475.06762873526,1474.58779094337,0.290481569737027
2010-10-01,1475.29457007022,1475.08706954631,1475.06762873526,0.288361919859643
